X--Trace 1::[Channel A],Y--Trace 1::[Channel A]
0.404027,3.2495
0.40403,2.76867
0.404033,2.33937
0.404037,2.0308
0.40404,1.89279
0.404043,1.94457
0.404046,2.17469
0.404049,2.54691
0.404052,3.00705
0.404055,3.48873
0.404058,3.91891
0.404062,4.22834
0.404065,4.36723
0.404068,4.3163
0.404071,4.08702
0.404074,3.71566
0.404077,3.25636
0.40408,2.77553
0.404083,2.34622
0.404087,2.03766
0.40409,1.89964
0.404093,1.95143
0.404096,2.18155
0.404099,2.55376
0.404102,3.0139
0.404105,3.49558
0.404108,3.92576
0.404112,4.23519
0.404115,4.37407
0.404118,4.32314
0.404121,4.09386
0.404124,3.7225
0.404127,3.2632
0.40413,2.78237
0.404133,2.35306
0.404137,2.04449
0.40414,1.90647
0.404143,1.95826
0.404146,2.18837
0.404149,2.56058
0.404152,3.02072
0.404155,3.5024
0.404158,3.93258
0.404162,4.24201
0.404165,4.38089
0.404168,4.32995
0.404171,4.10068
0.404174,3.72931
0.404177,3.27001
0.40418,2.78918
0.404183,2.35987
0.404187,2.0513
0.40419,1.91328
0.404193,1.96506
0.404196,2.19518
0.404199,2.56738
0.404202,3.02752
0.404205,3.5092
0.404208,3.93938
0.404212,4.2488
0.404215,4.38768
0.404218,4.33675
0.404221,4.10747
0.404224,3.7361
0.404227,3.2768
0.40423,2.79597
0.404233,2.36665
0.404237,2.05809
0.40424,1.92006
0.404243,1.97184
0.404246,2.20196
0.404249,2.57416
0.404252,3.0343
0.404255,3.51598
0.404258,3.94615
0.404262,4.25558
0.404265,4.39445
0.404268,4.34351
0.404271,4.11424
0.404274,3.74286
0.404277,3.28356
0.40428,2.80273
0.404283,2.37341
