X--Trace 1::[Channel A],Y--Trace 1::[Channel A]
1.60741,2.40877
1.60741,3.90215
1.60742,4.80147
1.60743,4.9698
1.60743,4.38153
1.60744,3.12621
1.60745,1.39496
1.60745,-0.548671
1.60746,-2.40877
1.60746,-3.90215
1.60747,-4.80147
1.60748,-4.9698
1.60748,-4.38153
1.60749,-3.12621
1.6075,-1.39496
1.6075,0.548671
1.60751,2.40877
1.60751,3.90215
1.60752,4.80147
1.60753,4.9698
1.60753,4.38153
1.60754,3.12621
1.60755,1.39496
1.60755,-0.548671
1.60756,-2.40877
1.60756,-3.90215
1.60757,-4.80147
1.60758,-4.9698
1.60758,-4.38153
1.60759,-3.12621
1.6076,-1.39496
1.6076,0.548671
1.60761,2.40877
1.60761,3.90215
1.60762,4.80147
1.60763,4.9698
1.60763,4.38153
1.60764,3.12621
1.60765,1.39496
1.60765,-0.548671
1.60766,-2.40877
1.60766,-3.90215
1.60767,-4.80147
1.60768,-4.9698
1.60768,-4.38153
1.60769,-3.12621
1.6077,-1.39496
1.6077,0.548671
1.60771,2.40877
1.60771,3.90215
1.60772,4.80147
1.60773,4.9698
1.60773,4.38153
1.60774,3.12621
1.60775,1.39496
1.60775,-0.548671
1.60776,-2.40877
1.60776,-3.90215
1.60777,-4.80147
1.60778,-4.9698
1.60778,-4.38153
1.60779,-3.12621
1.6078,-1.39496
1.6078,0.548671
1.60781,2.40877
1.60781,3.90215
1.60782,4.80147
1.60783,4.9698
1.60783,4.38153
1.60784,3.12621
1.60785,1.39496
1.60785,-0.548671
1.60786,-2.40877
1.60786,-3.90215
1.60787,-4.80147
1.60788,-4.9698
1.60788,-4.38153
1.60789,-3.12621
1.6079,-1.39496
1.6079,0.548671
1.60791,2.40877
1.60791,3.90215
1.60792,4.80147
1.60793,4.9698
1.60793,4.38153
1.60794,3.12621
1.60795,1.39496
1.60795,-0.548671
1.60796,-2.40877
1.60796,-3.90215
1.60797,-4.80147
1.60798,-4.9698
1.60798,-4.38153
1.60799,-3.12621
1.608,-1.39496
1.608,0.548671
1.60801,2.40877
1.60801,3.90215
1.60802,4.80147
1.60803,4.9698
1.60803,4.38153
1.60804,3.12621
1.60805,1.39496
1.60805,-0.548671
1.60806,-2.40877
1.60806,-3.90215
1.60807,-4.80147
1.60808,-4.9698
1.60808,-4.38153
1.60809,-3.12621
1.6081,-1.39496
1.6081,0.548671
1.60811,2.40877
1.60811,3.90215
1.60812,4.80147
1.60813,4.9698
1.60813,4.38153
1.60814,3.12621
1.60815,1.39496
1.60815,-0.548671
1.60816,-2.40877
1.60816,-3.90215
1.60817,-4.80147
1.60818,-4.9698
