---- Page: "Bode Plotter-XBP1"
---- Graph: 
---- Left Axis: DECIBELS "Gain (dB)"
---- Bottom Axis: LOGARITHMIC " "
---- Trace: 1 LEFT BOTTOM "Bode Result"
5.000000000000e+003	1.587564910783e+000
5.116464961404e+003	1.587472388685e+000
5.235642740254e+003	1.587359124021e+000
5.357596526188e+003	1.587222570064e+000
5.482390980716e+003	1.587059912360e+000
5.610092271510e+003	1.586868042802e+000
5.740768107484e+003	1.586643531427e+000
5.874487774698e+003	1.586382595755e+000
6.011322173087e+003	1.586081067515e+000
6.151343854062e+003	1.585734356590e+000
6.294627058971e+003	1.585337412012e+000
6.441247758466e+003	1.584884679844e+000
6.591283692782e+003	1.584370057813e+000
6.744814412958e+003	1.583786846537e+000
6.901921323014e+003	1.583127697261e+000
7.062687723114e+003	1.582384555993e+000
7.227198853730e+003	1.581548604030e+000
7.395541940841e+003	1.580610194867e+000
7.567806242181e+003	1.579558787590e+000
7.744083094562e+003	1.578382876913e+000
7.924465962306e+003	1.577069920156e+000
8.109050486795e+003	1.575606261546e+000
8.297934537188e+003	1.573977054448e+000
8.491218262309e+003	1.572166182239e+000
8.689004143747e+003	1.570156178849e+000
8.891397050195e+003	1.567928150166e+000
9.098504293050e+003	1.565461697875e+000
9.310435683314e+003	1.562734847589e+000
9.527303589816e+003	1.559723983539e+000
9.749222998790e+003	1.556403792509e+000
9.976311574844e+003	1.552747220150e+000
1.020868972335e+004	1.548725443303e+000
1.044648065427e+004	1.544307862474e+000
1.068981044751e+004	1.539462119078e+000
1.093880811975e+004	1.534154142569e+000
1.119360569284e+004	1.528348232987e+000
1.145433826384e+004	1.522007184775e+000
1.172114407660e+004	1.515092457881e+000
1.199416459510e+004	1.507564402161e+000
1.227354457843e+004	1.499382540786e+000
1.255943215755e+004	1.490505917747e+000
1.285197891384e+004	1.480893513522e+000
1.315133995948e+004	1.470504731475e+000
1.345767401963e+004	1.459299955584e+000
1.377114351669e+004	1.447241177522e+000
1.409191465632e+004	1.434292688082e+000
1.442015751563e+004	1.420421824358e+000
1.475604613333e+004	1.405599760190e+000
1.509975860201e+004	1.389802323241e+000
1.545147716257e+004	1.373010817960e+000
1.581138830084e+004	1.355212829876e+000
1.617968284648e+004	1.336402983528e+000
1.655655607413e+004	1.316583624142e+000
1.694220780696e+004	1.295765392377e+000
1.733684252263e+004	1.273967662249e+000
1.774066946168e+004	1.251218815030e+000
1.815390273851e+004	1.227556326430e+000
1.857676145486e+004	1.203026650774e+000
1.900946981603e+004	1.177684893760e+000
1.945225724971e+004	1.151594274374e+000
1.990535852767e+004	1.124825386009e+000
2.036901389021e+004	1.097455276173e+000
2.084346917352e+004	1.069566372600e+000
2.132897594008e+004	1.041245290524e+000
2.182579161201e+004	1.012581560837e+000
2.233417960755e+004	9.836663214148e-001
2.285440948074e+004	9.545910140508e-001
2.338675706436e+004	9.254461271982e-001
2.393150461613e+004	8.963200204527e-001
2.448894096842e+004	8.672978607968e-001
2.505936168136e+004	8.384606936662e-001
2.564306919957e+004	8.098846644243e-001
2.624037301249e+004	7.816403983944e-001
2.685158981851e+004	7.537925406681e-001
2.747704369288e+004	7.263994508301e-001
2.811706625952e+004	6.995130427556e-001
2.877199686686e+004	6.731787558643e-001
2.944218276778e+004	6.474356416524e-001
3.012797930372e+004	6.223165479077e-001
3.082975009307e+004	5.978483825944e-001
3.154786722401e+004	5.740524398015e-001
3.228271145173e+004	5.509447711983e-001
3.303467240038e+004	5.285365879338e-001
3.380414876960e+004	5.068346797020e-001
3.459154854595e+004	4.858418396056e-001
3.539728921921e+004	4.655572853875e-001
3.622179800375e+004	4.459770694563e-001
3.706551206505e+004	4.270944718602e-001
3.792887875146e+004	4.089003719080e-001
3.881235583143e+004	3.913835954896e-001
3.971641173621e+004	3.745312362940e-001
4.064152580820e+004	3.583289500743e-001
4.158818855513e+004	3.427612218722e-001
4.255690191012e+004	3.278116067125e-001
4.354817949780e+004	3.134629447302e-001
4.456254690669e+004	2.996975520142e-001
4.560054196780e+004	2.864973886730e-001
4.666271503985e+004	2.738442057589e-001
4.774962930107e+004	2.617196727512e-001
4.886186104779e+004	2.501054873061e-001
5.000000000000e+004	2.389834689519e-001
5.116464961404e+004	2.283356383425e-001
5.235642740254e+004	2.181442836037e-001
5.357596526188e+004	2.083920152060e-001
5.482390980716e+004	1.990618106951e-001
5.610092271510e+004	1.901370505052e-001
5.740768107484e+004	1.816015459688e-001
5.874487774698e+004	1.734395605352e-001
6.011322173087e+004	1.656358251082e-001
6.151343854062e+004	1.581755483173e-001
6.294627058971e+004	1.510444224505e-001
6.441247758466e+004	1.442286256930e-001
6.591283692782e+004	1.377148212421e-001
6.744814412958e+004	1.314901538000e-001
6.901921323014e+004	1.255422438847e-001
7.062687723114e+004	1.198591803431e-001
