X--Trace 1::[Channel A],Y--Trace 1::[Channel A],,X--Trace 2::[Channel B],Y--Trace 2::[Channel B]
0.000383517,-0.877309,,0.000383517,0.614762
0.000386642,-0.994187,,0.000386642,0.217337
0.000389767,-0.95971,,0.000389767,-0.213121
0.000392892,-0.779126,,0.000392892,-0.611259
0.000396017,-0.479927,,0.000396017,-0.916326
0.000399142,-0.107663,,0.000399142,-1.08153
0.000402267,0.280991,,0.000402267,-1.08173
0.000405392,0.626867,,0.000405392,-0.917082
0.000408517,0.877309,,0.000408517,-0.61281
0.000411642,0.994187,,0.000411642,-0.215178
0.000414767,0.95971,,0.000414767,0.215456
0.000417892,0.779126,,0.000417892,0.613619
0.000421017,0.479927,,0.000421017,0.918534
0.000424142,0.107663,,0.000424142,1.08354
0.000427267,-0.280991,,0.000427267,1.08358
0.000430392,-0.626867,,0.000430392,0.918904
0.000433517,-0.877309,,0.000433517,0.614762
0.000436642,-0.994187,,0.000436642,0.217337
0.000439767,-0.95971,,0.000439767,-0.213121
0.000442892,-0.779126,,0.000442892,-0.611259
0.000446017,-0.479927,,0.000446017,-0.916326
0.000449142,-0.107663,,0.000449142,-1.08153
0.000452267,0.280991,,0.000452267,-1.08173
0.000455392,0.626867,,0.000455392,-0.917082
0.000458517,0.877309,,0.000458517,-0.61281
0.000461642,0.994187,,0.000461642,-0.215178
0.000464767,0.95971,,0.000464767,0.215456
0.000467892,0.779126,,0.000467892,0.613619
0.000471017,0.479927,,0.000471017,0.918534
0.000474142,0.107663,,0.000474142,1.08354
0.000477267,-0.280991,,0.000477267,1.08358
0.000480392,-0.626867,,0.000480392,0.918904
0.000483517,-0.877309,,0.000483517,0.614761
0.000486642,-0.994187,,0.000486642,0.217337
0.000489767,-0.95971,,0.000489767,-0.213121
0.000492892,-0.779126,,0.000492892,-0.611259
0.000496017,-0.479927,,0.000496017,-0.916326
0.000499142,-0.107663,,0.000499142,-1.08153
0.000502267,0.280991,,0.000502267,-1.08173
0.000505392,0.626867,,0.000505392,-0.917082
0.000508517,0.877309,,0.000508517,-0.61281
0.000511642,0.994187,,0.000511642,-0.215178
0.000514767,0.95971,,0.000514767,0.215456
0.000517892,0.779126,,0.000517892,0.613619
0.000521017,0.479927,,0.000521017,0.918534
0.000524142,0.107663,,0.000524142,1.08354
0.000527267,-0.280991,,0.000527267,1.08358
0.000530392,-0.626867,,0.000530392,0.918904
0.000533517,-0.877309,,0.000533517,0.614761
0.000536642,-0.994187,,0.000536642,0.217337
0.000539767,-0.95971,,0.000539767,-0.213121
0.000542892,-0.779126,,0.000542892,-0.611259
0.000546017,-0.479927,,0.000546017,-0.916326
0.000549142,-0.107663,,0.000549142,-1.08153
0.000552267,0.280991,,0.000552267,-1.08173
0.000555392,0.626867,,0.000555392,-0.917082
0.000558517,0.877309,,0.000558517,-0.61281
0.000561642,0.994187,,0.000561642,-0.215178
0.000564767,0.95971,,0.000564767,0.215456
0.000567892,0.779126,,0.000567892,0.613619
0.000571017,0.479927,,0.000571017,0.918534
0.000574142,0.107663,,0.000574142,1.08354
0.000577267,-0.280991,,0.000577267,1.08358
0.000580392,-0.626867,,0.000580392,0.918904
0.000583517,-0.877309,,0.000583517,0.614761
0.000586642,-0.994187,,0.000586642,0.217337
0.000589767,-0.95971,,0.000589767,-0.213121
0.000592892,-0.779126,,0.000592892,-0.611259
0.000596017,-0.479927,,0.000596017,-0.916326
0.000599142,-0.107663,,0.000599142,-1.08153
0.000602267,0.280991,,0.000602267,-1.08173
0.000605392,0.626867,,0.000605392,-0.917082
0.000608517,0.877309,,0.000608517,-0.61281
0.000611642,0.994187,,0.000611642,-0.215178
0.000614767,0.95971,,0.000614767,0.215456
0.000617892,0.779126,,0.000617892,0.613619
0.000621017,0.479927,,0.000621017,0.918534
0.000624142,0.107663,,0.000624142,1.08354
0.000627267,-0.280991,,0.000627267,1.08358
0.000630392,-0.626867,,0.000630392,0.918904
0.000633517,-0.877309,,0.000633517,0.614761
0.000636642,-0.994187,,0.000636642,0.217337
0.000639767,-0.95971,,0.000639767,-0.213121
0.000642892,-0.779126,,0.000642892,-0.611259
0.000646017,-0.479927,,0.000646017,-0.916326
0.000649142,-0.107663,,0.000649142,-1.08153
0.000652267,0.280991,,0.000652267,-1.08173
0.000655392,0.626867,,0.000655392,-0.917082
0.000658517,0.877309,,0.000658517,-0.61281
0.000661642,0.994187,,0.000661642,-0.215178
0.000664767,0.95971,,0.000664767,0.215456
0.000667892,0.779126,,0.000667892,0.613619
0.000671017,0.479927,,0.000671017,0.918534
0.000674142,0.107663,,0.000674142,1.08354
0.000677267,-0.280991,,0.000677267,1.08358
0.000680392,-0.626867,,0.000680392,0.918904
0.000683517,-0.877309,,0.000683517,0.614761
0.000686642,-0.994187,,0.000686642,0.217337
0.000689767,-0.95971,,0.000689767,-0.213121
0.000692892,-0.779126,,0.000692892,-0.611259
0.000696017,-0.479927,,0.000696017,-0.916326
0.000699142,-0.107663,,0.000699142,-1.08153
0.000702267,0.280991,,0.000702267,-1.08173
0.000705392,0.626867,,0.000705392,-0.917082
0.000708517,0.877309,,0.000708517,-0.61281
0.000711642,0.994187,,0.000711642,-0.215178
0.000714767,0.95971,,0.000714767,0.215456
0.000717892,0.779126,,0.000717892,0.613619
0.000721017,0.479927,,0.000721017,0.918534
0.000724142,0.107663,,0.000724142,1.08354
0.000727267,-0.280991,,0.000727267,1.08358
0.000730392,-0.626867,,0.000730392,0.918904
0.000733517,-0.877309,,0.000733517,0.614761
0.000736642,-0.994187,,0.000736642,0.217337
0.000739767,-0.95971,,0.000739767,-0.213121
0.000742892,-0.779126,,0.000742892,-0.611259
0.000746017,-0.479927,,0.000746017,-0.916326
0.000749142,-0.107663,,0.000749142,-1.08153
0.000752267,0.280991,,0.000752267,-1.08173
0.000755392,0.626867,,0.000755392,-0.917082
0.000758517,0.877309,,0.000758517,-0.61281
0.000761642,0.994187,,0.000761642,-0.215178
0.000764767,0.95971,,0.000764767,0.215456
0.000767892,0.779126,,0.000767892,0.613619
0.000771017,0.479927,,0.000771017,0.918534
0.000774142,0.107663,,0.000774142,1.08354
0.000777267,-0.280991,,0.000777267,1.08358
0.000780392,-0.626867,,0.000780392,0.918904
0.000783517,-0.877309,,0.000783517,0.614761
0.000786642,-0.994187,,0.000786642,0.217337
0.000789767,-0.95971,,0.000789767,-0.213121
0.000792892,-0.779126,,0.000792892,-0.611259
0.000796017,-0.479927,,0.000796017,-0.916326
0.000799142,-0.107663,,0.000799142,-1.08153
0.000802267,0.280991,,0.000802267,-1.08173
0.000805392,0.626867,,0.000805392,-0.917082
0.000808517,0.877309,,0.000808517,-0.61281
0.000811642,0.994187,,0.000811642,-0.215178
0.000814767,0.95971,,0.000814767,0.215456
0.000817892,0.779126,,0.000817892,0.613619
0.000821017,0.479927,,0.000821017,0.918534
0.000824142,0.107663,,0.000824142,1.08354
0.000827267,-0.280991,,0.000827267,1.08358
0.000830392,-0.626867,,0.000830392,0.918904
0.000833517,-0.877309,,0.000833517,0.614761
0.000836642,-0.994187,,0.000836642,0.217337
0.000839767,-0.95971,,0.000839767,-0.213121
0.000842892,-0.779126,,0.000842892,-0.611259
0.000846017,-0.479927,,0.000846017,-0.916326
0.000849142,-0.107663,,0.000849142,-1.08153
0.000852267,0.280991,,0.000852267,-1.08173
0.000855392,0.626867,,0.000855392,-0.917082
0.000858517,0.877309,,0.000858517,-0.61281
0.000861642,0.994187,,0.000861642,-0.215178
0.000864767,0.95971,,0.000864767,0.215456
0.000867892,0.779126,,0.000867892,0.613619
0.000871017,0.479927,,0.000871017,0.918534
0.000874142,0.107663,,0.000874142,1.08354
0.000877267,-0.280991,,0.000877267,1.08358
0.000880392,-0.626867,,0.000880392,0.918904
0.000883517,-0.877309,,0.000883517,0.614761
0.000886642,-0.994187,,0.000886642,0.217337
0.000889767,-0.95971,,0.000889767,-0.213121
0.000892892,-0.779126,,0.000892892,-0.611259
0.000896017,-0.479927,,0.000896017,-0.916326
0.000899142,-0.107663,,0.000899142,-1.08153
0.000902267,0.280991,,0.000902267,-1.08173
0.000905392,0.626867,,0.000905392,-0.917082
0.000908517,0.877309,,0.000908517,-0.61281
0.000911642,0.994187,,0.000911642,-0.215178
0.000914767,0.95971,,0.000914767,0.215456
0.000917892,0.779126,,0.000917892,0.613619
0.000921017,0.479927,,0.000921017,0.918534
0.000924142,0.107663,,0.000924142,1.08354
0.000927267,-0.280991,,0.000927267,1.08358
0.000930392,-0.626867,,0.000930392,0.918904
0.000933517,-0.877309,,0.000933517,0.614761
0.000936642,-0.994187,,0.000936642,0.217337
0.000939767,-0.95971,,0.000939767,-0.213121
0.000942892,-0.779126,,0.000942892,-0.611259
0.000946017,-0.479927,,0.000946017,-0.916326
0.000949142,-0.107663,,0.000949142,-1.08153
0.000952267,0.280991,,0.000952267,-1.08173
0.000955392,0.626867,,0.000955392,-0.917082
0.000958517,0.877309,,0.000958517,-0.61281
0.000961642,0.994187,,0.000961642,-0.215178
0.000964767,0.95971,,0.000964767,0.215456
0.000967892,0.779126,,0.000967892,0.613619
0.000971017,0.479927,,0.000971017,0.918534
0.000974142,0.107663,,0.000974142,1.08354
0.000977267,-0.280991,,0.000977267,1.08358
0.000980392,-0.626867,,0.000980392,0.918904
0.000983517,-0.877309,,0.000983517,0.614761
0.000986642,-0.994187,,0.000986642,0.217337
0.000989767,-0.95971,,0.000989767,-0.213121
0.000992892,-0.779126,,0.000992892,-0.611259
0.000996017,-0.479927,,0.000996017,-0.916326
0.000999142,-0.107663,,0.000999142,-1.08153
0.00100227,0.280991,,0.00100227,-1.08173
0.00100539,0.626867,,0.00100539,-0.917082
0.00100852,0.877309,,0.00100852,-0.61281
0.00101164,0.994187,,0.00101164,-0.215178
0.00101477,0.95971,,0.00101477,0.215456
0.00101789,0.779126,,0.00101789,0.613619
0.00102102,0.479927,,0.00102102,0.918534
0.00102414,0.107663,,0.00102414,1.08354
0.00102727,-0.280991,,0.00102727,1.08358
0.00103039,-0.626867,,0.00103039,0.918904
0.00103352,-0.877309,,0.00103352,0.614761
0.00103664,-0.994187,,0.00103664,0.217337
0.00103977,-0.95971,,0.00103977,-0.213121
0.00104289,-0.779126,,0.00104289,-0.611259
0.00104602,-0.479927,,0.00104602,-0.916326
0.00104914,-0.107663,,0.00104914,-1.08153
0.00105227,0.280991,,0.00105227,-1.08173
0.00105539,0.626867,,0.00105539,-0.917082
0.00105852,0.877309,,0.00105852,-0.61281
0.00106164,0.994187,,0.00106164,-0.215178
0.00106477,0.95971,,0.00106477,0.215456
0.00106789,0.779126,,0.00106789,0.613619
0.00107102,0.479927,,0.00107102,0.918534
0.00107414,0.107663,,0.00107414,1.08354
0.00107727,-0.280991,,0.00107727,1.08358
0.00108039,-0.626867,,0.00108039,0.918904
0.00108352,-0.877309,,0.00108352,0.614761
0.00108664,-0.994187,,0.00108664,0.217337
0.00108977,-0.95971,,0.00108977,-0.213121
0.00109289,-0.779126,,0.00109289,-0.611259
0.00109602,-0.479927,,0.00109602,-0.916326
0.00109914,-0.107663,,0.00109914,-1.08153
0.00110227,0.280991,,0.00110227,-1.08173
0.00110539,0.626867,,0.00110539,-0.917082
0.00110852,0.877309,,0.00110852,-0.61281
0.00111164,0.994187,,0.00111164,-0.215178
0.00111477,0.95971,,0.00111477,0.215456
0.00111789,0.779126,,0.00111789,0.613619
0.00112102,0.479927,,0.00112102,0.918534
0.00112414,0.107663,,0.00112414,1.08354
0.00112727,-0.280991,,0.00112727,1.08358
0.00113039,-0.626867,,0.00113039,0.918904
0.00113352,-0.877309,,0.00113352,0.614761
0.00113664,-0.994187,,0.00113664,0.217337
0.00113977,-0.95971,,0.00113977,-0.213121
0.00114289,-0.779126,,0.00114289,-0.611259
0.00114602,-0.479927,,0.00114602,-0.916326
0.00114914,-0.107663,,0.00114914,-1.08153
0.00115227,0.280991,,0.00115227,-1.08173
0.00115539,0.626867,,0.00115539,-0.917082
0.00115852,0.877309,,0.00115852,-0.61281
0.00116164,0.994187,,0.00116164,-0.215178
0.00116477,0.95971,,0.00116477,0.215456
0.00116789,0.779126,,0.00116789,0.613619
0.00117102,0.479927,,0.00117102,0.918534
0.00117414,0.107663,,0.00117414,1.08354
0.00117727,-0.280991,,0.00117727,1.08358
0.00118039,-0.626867,,0.00118039,0.918904
0.00118352,-0.877309,,0.00118352,0.614761
0.00118664,-0.994187,,0.00118664,0.217337
0.00118977,-0.95971,,0.00118977,-0.213121
0.00119289,-0.779126,,0.00119289,-0.611259
0.00119602,-0.479927,,0.00119602,-0.916326
0.00119914,-0.107663,,0.00119914,-1.08153
0.00120227,0.280991,,0.00120227,-1.08173
0.00120539,0.626867,,0.00120539,-0.917082
0.00120852,0.877309,,0.00120852,-0.61281
0.00121164,0.994187,,0.00121164,-0.215178
0.00121477,0.95971,,0.00121477,0.215456
0.00121789,0.779126,,0.00121789,0.613619
0.00122102,0.479927,,0.00122102,0.918534
0.00122414,0.107663,,0.00122414,1.08354
0.00122727,-0.280991,,0.00122727,1.08358
0.00123039,-0.626867,,0.00123039,0.918904
0.00123352,-0.877309,,0.00123352,0.614761
0.00123664,-0.994187,,0.00123664,0.217337
0.00123977,-0.95971,,0.00123977,-0.213121
0.00124289,-0.779126,,0.00124289,-0.611259
0.00124602,-0.479927,,0.00124602,-0.916327
0.00124914,-0.107663,,0.00124914,-1.08153
0.00125227,0.280991,,0.00125227,-1.08173
0.00125539,0.626867,,0.00125539,-0.917082
0.00125852,0.877309,,0.00125852,-0.61281
0.00126164,0.994187,,0.00126164,-0.215178
0.00126477,0.95971,,0.00126477,0.215456
0.00126789,0.779126,,0.00126789,0.613619
0.00127102,0.479927,,0.00127102,0.918534
0.00127414,0.107663,,0.00127414,1.08354
0.00127727,-0.280991,,0.00127727,1.08358
0.00128039,-0.626867,,0.00128039,0.918904
0.00128352,-0.877309,,0.00128352,0.614761
0.00128664,-0.994187,,0.00128664,0.217337
0.00128977,-0.95971,,0.00128977,-0.213121
0.00129289,-0.779126,,0.00129289,-0.611259
0.00129602,-0.479927,,0.00129602,-0.916327
0.00129914,-0.107663,,0.00129914,-1.08153
0.00130227,0.280991,,0.00130227,-1.08173
0.00130539,0.626867,,0.00130539,-0.917082
0.00130852,0.877309,,0.00130852,-0.61281
0.00131164,0.994187,,0.00131164,-0.215178
0.00131477,0.95971,,0.00131477,0.215456
0.00131789,0.779126,,0.00131789,0.613619
0.00132102,0.479927,,0.00132102,0.918534
0.00132414,0.107663,,0.00132414,1.08354
0.00132727,-0.280991,,0.00132727,1.08358
0.00133039,-0.626867,,0.00133039,0.918904
0.00133352,-0.877309,,0.00133352,0.614761
0.00133664,-0.994187,,0.00133664,0.217337
0.00133977,-0.95971,,0.00133977,-0.213121
0.00134289,-0.779126,,0.00134289,-0.611259
0.00134602,-0.479927,,0.00134602,-0.916327
0.00134914,-0.107663,,0.00134914,-1.08153
0.00135227,0.280991,,0.00135227,-1.08173
0.00135539,0.626867,,0.00135539,-0.917082
0.00135852,0.877309,,0.00135852,-0.61281
0.00136164,0.994187,,0.00136164,-0.215178
0.00136477,0.95971,,0.00136477,0.215456
0.00136789,0.779126,,0.00136789,0.613619
0.00137102,0.479927,,0.00137102,0.918534
0.00137414,0.107663,,0.00137414,1.08354
0.00137727,-0.280991,,0.00137727,1.08358
0.00138039,-0.626867,,0.00138039,0.918904
0.00138352,-0.877309,,0.00138352,0.614761
0.00138664,-0.994187,,0.00138664,0.217337
0.00138977,-0.95971,,0.00138977,-0.213121
0.00139289,-0.779126,,0.00139289,-0.611259
0.00139602,-0.479927,,0.00139602,-0.916327
0.00139914,-0.107663,,0.00139914,-1.08153
0.00140227,0.280991,,0.00140227,-1.08173
0.00140539,0.626867,,0.00140539,-0.917082
0.00140852,0.877309,,0.00140852,-0.61281
0.00141164,0.994187,,0.00141164,-0.215178
0.00141477,0.95971,,0.00141477,0.215456
0.00141789,0.779126,,0.00141789,0.613619
0.00142102,0.479927,,0.00142102,0.918534
0.00142414,0.107663,,0.00142414,1.08354
0.00142727,-0.280991,,0.00142727,1.08358
0.00143039,-0.626867,,0.00143039,0.918904
0.00143352,-0.877309,,0.00143352,0.614761
0.00143664,-0.994187,,0.00143664,0.217337
0.00143977,-0.95971,,0.00143977,-0.213121
0.00144289,-0.779126,,0.00144289,-0.611259
0.00144602,-0.479927,,0.00144602,-0.916327
0.00144914,-0.107663,,0.00144914,-1.08153
0.00145227,0.280991,,0.00145227,-1.08173
0.00145539,0.626867,,0.00145539,-0.917082
0.00145852,0.877309,,0.00145852,-0.61281
0.00146164,0.994187,,0.00146164,-0.215178
0.00146477,0.95971,,0.00146477,0.215456
0.00146789,0.779126,,0.00146789,0.613619
0.00147102,0.479927,,0.00147102,0.918534
0.00147414,0.107663,,0.00147414,1.08354
0.00147727,-0.280991,,0.00147727,1.08358
0.00148039,-0.626867,,0.00148039,0.918904
0.00148352,-0.877309,,0.00148352,0.614761
0.00148664,-0.994187,,0.00148664,0.217337
0.00148977,-0.95971,,0.00148977,-0.213121
0.00149289,-0.779126,,0.00149289,-0.611259
0.00149602,-0.479927,,0.00149602,-0.916327
0.00149914,-0.107663,,0.00149914,-1.08153
0.00150227,0.280991,,0.00150227,-1.08173
0.00150539,0.626867,,0.00150539,-0.917082
0.00150852,0.877309,,0.00150852,-0.61281
0.00151164,0.994187,,0.00151164,-0.215178
0.00151477,0.95971,,0.00151477,0.215456
0.00151789,0.779126,,0.00151789,0.613619
0.00152102,0.479927,,0.00152102,0.918534
0.00152414,0.107663,,0.00152414,1.08354
0.00152727,-0.280991,,0.00152727,1.08358
0.00153039,-0.626867,,0.00153039,0.918904
0.00153352,-0.877309,,0.00153352,0.614761
0.00153664,-0.994187,,0.00153664,0.217337
0.00153977,-0.95971,,0.00153977,-0.213121
0.00154289,-0.779126,,0.00154289,-0.611259
0.00154602,-0.479927,,0.00154602,-0.916327
0.00154914,-0.107663,,0.00154914,-1.08153
0.00155227,0.280991,,0.00155227,-1.08173
0.00155539,0.626867,,0.00155539,-0.917082
0.00155852,0.877309,,0.00155852,-0.61281
0.00156164,0.994187,,0.00156164,-0.215178
0.00156477,0.95971,,0.00156477,0.215456
0.00156789,0.779126,,0.00156789,0.613619
0.00157102,0.479927,,0.00157102,0.918534
0.00157414,0.107663,,0.00157414,1.08354
0.00157727,-0.280991,,0.00157727,1.08358
0.00158039,-0.626867,,0.00158039,0.918904
0.00158352,-0.877309,,0.00158352,0.614761
0.00158664,-0.994187,,0.00158664,0.217337
0.00158977,-0.95971,,0.00158977,-0.213121
0.00159289,-0.779126,,0.00159289,-0.611259
0.00159602,-0.479927,,0.00159602,-0.916327
0.00159914,-0.107663,,0.00159914,-1.08153
0.00160227,0.280991,,0.00160227,-1.08173
0.00160539,0.626867,,0.00160539,-0.917082
0.00160852,0.877309,,0.00160852,-0.61281
0.00161164,0.994187,,0.00161164,-0.215178
0.00161477,0.95971,,0.00161477,0.215456
0.00161789,0.779126,,0.00161789,0.613619
0.00162102,0.479927,,0.00162102,0.918534
0.00162414,0.107663,,0.00162414,1.08354
0.00162727,-0.280991,,0.00162727,1.08358
0.00163039,-0.626867,,0.00163039,0.918904
0.00163352,-0.877309,,0.00163352,0.614761
0.00163664,-0.994187,,0.00163664,0.217337
0.00163977,-0.95971,,0.00163977,-0.213121
0.00164289,-0.779126,,0.00164289,-0.611259
0.00164602,-0.479927,,0.00164602,-0.916327
0.00164914,-0.107663,,0.00164914,-1.08153
0.00165227,0.280991,,0.00165227,-1.08173
0.00165539,0.626867,,0.00165539,-0.917082
0.00165852,0.877309,,0.00165852,-0.61281
0.00166164,0.994187,,0.00166164,-0.215178
0.00166477,0.95971,,0.00166477,0.215456
0.00166789,0.779126,,0.00166789,0.613619
0.00167102,0.479927,,0.00167102,0.918534
0.00167414,0.107663,,0.00167414,1.08354
0.00167727,-0.280991,,0.00167727,1.08358
0.00168039,-0.626867,,0.00168039,0.918904
0.00168352,-0.877309,,0.00168352,0.614761
0.00168664,-0.994187,,0.00168664,0.217337
0.00168977,-0.95971,,0.00168977,-0.213121
0.00169289,-0.779126,,0.00169289,-0.611259
0.00169602,-0.479927,,0.00169602,-0.916327
0.00169914,-0.107663,,0.00169914,-1.08153
0.00170227,0.280991,,0.00170227,-1.08173
0.00170539,0.626867,,0.00170539,-0.917082
0.00170852,0.877309,,0.00170852,-0.61281
0.00171164,0.994187,,0.00171164,-0.215178
0.00171477,0.95971,,0.00171477,0.215456
0.00171789,0.779126,,0.00171789,0.613619
0.00172102,0.479927,,0.00172102,0.918534
0.00172414,0.107663,,0.00172414,1.08354
0.00172727,-0.280991,,0.00172727,1.08358
0.00173039,-0.626867,,0.00173039,0.918904
0.00173352,-0.877309,,0.00173352,0.614761
0.00173664,-0.994187,,0.00173664,0.217337
0.00173977,-0.95971,,0.00173977,-0.213121
0.00174289,-0.779126,,0.00174289,-0.611259
0.00174602,-0.479927,,0.00174602,-0.916327
0.00174914,-0.107663,,0.00174914,-1.08153
0.00175227,0.280991,,0.00175227,-1.08173
0.00175539,0.626867,,0.00175539,-0.917082
